A2LOTV0TWU6UQI,1880241196,1.0,1355270400
A1H1L1MZXLMGJ3,3890968740,4.0,1362182400
A2H3F19K13QQOX,5555014597,5.0,1357257600
A2CPKWDHOW37ET,5555014597,5.0,1392681600
A7PUHK9FIK5O7,5555014597,5.0,1397433600
AOPPMYR3BO5WQ,5555014597,5.0,1388966400
A17RRDW2KQ6HA7,5555014597,5.0,1391731200
A1TM0WJQYYZ2J2,7842955883,1.0,1360368000
AGMKU0B8VJ6Z6,8037200159,5.0,1256083200
AID57OKU508B7,9033700042,5.0,1262649600
A2F5YJSTHJ1PO4,9033700042,4.0,1259539200
A2E8CVIUUDSUC8,9033700042,5.0,1257033600
AE4AI4GHFW8PC,9033700042,5.0,1241913600
A1JROAYSWLG8CL,903890004X,5.0,1228780800
A1Z3289X5KVP92,903890004X,5.0,1240876800
A3P8W95WH7S3MH,9038900082,5.0,1250812800
A17C115PP1WRQB,9038900082,5.0,1249862400
A2XN5NP32C81ZQ,9564520010,5.0,1263859200
A1I97B5VEM62WF,9564520010,5.0,1265155200
A2H3QR4XIG88CT,9564520010,5.0,1254960000
A38K7MV70P94FE,9895507054,4.0,1388448000
A1DQJPLDLF2PR6,989551431X,1.0,1350604800
A1DQJPLDLF2PR6,9895514328,1.0,1350604800
A3RL7TD9NP1F3B,9895514468,1.0,1405123200
AZLXM8JSP769G,9895515170,5.0,1378944000
A10VOP0CLOG3TS,9895515332,5.0,1369440000
A33EUDA9X8KO3X,9895516967,5.0,1387756800
A2KVZ1SFSR8V5G,9895517092,5.0,1387584000
A3O0AHD9OSEX60,9895517238,5.0,1404345600
A1MPNTW5JMJ18V,9895517238,3.0,1383696000
A339ZEV3PX277M,9895517238,4.0,1405296000
ATE6W5YSWBCNJ,9895517238,5.0,1401235200
A3BXX2R32IWT39,9895517831,5.0,1367107200
A3NYNS61DW784F,B00001TPWY,5.0,1377734400
A2LR23SMD4ENFM,B00001TPWY,4.0,1356825600
ADYBYG07WQTA5,B00001TPWY,3.0,1399852800
A1FI2GAB0SLJJ8,B00004SRAO,3.0,1196553600
AH7Q10UCD062C,B00004SRAW,5.0,1365379200
ADNY31UQ6CS3F,B00004SRAW,5.0,1339977600
A3CYVG4VHRCNEE,B00004SRAW,5.0,1298937600
A1MJMG9HLAM30T,B00004SRAW,4.0,1334448000
A2KFAKCNREQ8LC,B00004SRAW,3.0,1351468800
A3N63JSWFLJ40O,B00004SRAW,2.0,1353715200
A38GGEORNFGGSQ,B00004SRAW,5.0,1345593600
A20DOV7JIMJMJ2,B00004TZE2,1.0,1304899200
A1BTWLR6QQQ8MC,B00004TZE2,5.0,1330819200
A3ET86GU2B4EEK,B00004TZE2,4.0,1301875200
AX8MCPHMBBR03,B00004TZE2,4.0,1287446400
A3E18L4KXCLP74,B00004TZE2,5.0,1325203200
A2NCRUQTQLCXMS,B00004TZE2,3.0,1289952000
A189D0UXOH3B00,B00004TZE2,4.0,1389139200
A2M8ADAGB09TVD,B00004TZE2,5.0,1295395200
A1HKW1996QSMRQ,B00004TZE2,4.0,1322179200
A2V7EO331SFUF6,B00004TZE2,4.0,1207094400
AK9SIRFXINDB5,B00004TZE2,5.0,1139097600
A1LOVU2HCWMO94,B00004TZE2,4.0,1208304000
A17771LTRWSKQ5,B00004TZE2,5.0,1168473600
A1CE0FBSS3BURR,B00004TZE2,3.0,1278460800
A1EOHPH3TX0KZS,B00004TZE2,5.0,1293494400
A153QISQ6GQAPI,B00004TZE2,5.0,1302912000
A26KKNJRQ4QXWQ,B00004TZE2,5.0,1306022400
A3QUSTJIY18GKM,B00004TZE2,1.0,1310601600
A2P80G0BKWST5M,B00004TZE2,5.0,1298160000
A37UB63HQ2PBON,B00004TZE2,3.0,1302825600
A25KT4871DE5ZZ,B00004TZE2,5.0,1314576000
A3L9E0YI7C5G0W,B00004TZE2,4.0,1296345600
A2GKXBC32O0Z7Y,B00004TZE2,4.0,1004832000
A2EQJ7L0UUC7TT,B00004TZE2,5.0,1309305600
A2425IO4WCTDNO,B00004TZE2,4.0,1326931200
A3R7TD98XKB6RR,B00004TZE2,5.0,1290124800
AE7SBD1MBSNKL,B00004TZE2,5.0,1309910400
A3S7U4O4DR5MLI,B00004TZE2,3.0,1373500800
A6PTTG15QVA1K,B00004TZE2,4.0,1331942400
AWHM7I6Q5M7CR,B00004TZE2,5.0,1008288000
A64046F36FVBT,B00004TZE2,5.0,1383264000
A2X2G148SQHZUB,B00004U3SS,2.0,1167782400
A3ARB57R8YXR5Q,B00004U3SS,2.0,1383868800
AA3GUO8MLNIJK,B00004U3SS,3.0,1354233600
ABNOWLY2V6FMS,B00004U3SS,1.0,1386028800
AY2FOK6DEA9P,B00004U3SS,3.0,1389484800
ABL3G7V3IVPQK,B00004U3SS,1.0,1372204800
ASVXITQYHMRTC,B00004U3SS,2.0,1197849600
A3E5IEDSVMDLVD,B00004U3SS,1.0,1374451200
A8UPH8QEDA5EP,B00004U3SS,1.0,1367625600
AM3DZQLSHZCSG,B00004U3SS,1.0,1364169600
A1KDX80KIOT3TX,B00004U3SS,3.0,1354233600
AOM8WD9V0G49U,B00004U3SS,1.0,1389052800
A30Q5KZPQTJ08M,B00004U3SS,3.0,1382832000
A1EM52TJG5ZRXJ,B00004U3SS,1.0,1326758400
A2MQMYABTJK7ZC,B00004U3SS,1.0,1381968000
A352XZBU1JYADE,B00004U3SS,3.0,1383177600
A1Y3T4F3TPERLU,B00004U3SS,1.0,1209427200
A14YVTZYWTOH9L,B00004U3SS,5.0,1404604800
A2H50Z1R6FBAAO,B00004U3SS,2.0,1305072000
A1S1ZK5PXQWFP0,B00004U3SS,3.0,1334534400
AI5Z655Y25X4C,B00004U3SS,1.0,1380758400
A12KP8NY8AC8KY,B00004U3SS,5.0,1226880000
A11QYUQLJDO4BC,B00004U3SS,5.0,1376352000
A26IWTLSXUSVPW,B00004U3SS,2.0,1383350400
AJKOTS4S8JKJ8,B00004U3SS,5.0,1384473600
A3AA03IXVWKUTX,B00004U3SS,3.0,1357776000
A3QQM1E6FW0D26,B00004U3SS,3.0,1384473600
ANLJVTKCQ97CT,B00004U3SS,3.0,1374796800
A1CVMF6UL0D1ET,B00004U3SS,3.0,1392595200
AK4KF6RQNA8DY,B00004U3SS,5.0,1395705600
ACF13GM88P71E,B00004U3SS,2.0,1388966400
A1LSCY8TM2ZKVR,B00004U3SS,1.0,1330300800
A21NXT1RL0L7DZ,B00004U3SS,4.0,1370390400
A2TNN2VGJL1SZF,B00004U3SS,1.0,1317513600
A1VR438TGO53IS,B00004U3SS,1.0,1289692800
A39KEI5LP7UWBB,B00004U3SS,5.0,1329264000
A1T0C0JGYPQNKI,B00004U3SS,1.0,1315872000
A3JUHQ2GG4KD9,B00004U3SS,1.0,1374710400
A1GO4BBW6FF7YP,B00004U3SS,3.0,1283731200
